,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,responses,filename,task,subj_id,label1,label2,mixtureCoeff,id1,id2,class_pair
2868,1830,multiple-slider,20,269532,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5925.699999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":12,""confidence"":63}",mixed_0.5_Automobile_6940_Dog_8079.png,rate_mixture,,Automobile,Dog,0.5,6940.0,8079.0,Automobile_6940_Dog_8079.png
2869,1831,multiple-slider,21,275812,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6277.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":78,""confidence"":50}",mixed_0.25_Airplane_3680_Cat_7174.png,rate_mixture,,Airplane,Cat,0.25,3680.0,7174.0,Airplane_3680_Cat_7174.png
2870,1832,multiple-slider,22,281468,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5653.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":95,""confidence"":66}",mixed_0.25_Bird_135_Cat_7051.png,rate_mixture,,Bird,Cat,0.25,135.0,7051.0,Bird_135_Cat_7051.png
2871,1833,multiple-slider,23,286197,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4727.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":6,""confidence"":71}",mixed_0.75_Bird_9831_Dog_2372.png,rate_mixture,,Bird,Dog,0.75,9831.0,2372.0,Bird_9831_Dog_2372.png
2872,1834,multiple-slider,24,292508,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6308.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":94,""confidence"":68}",mixed_0.1_Deer_6992_Dog_7828.png,rate_mixture,,Deer,Dog,0.1,6992.0,7828.0,Deer_6992_Dog_7828.png
2873,1835,multiple-slider,25,297481,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4979.699999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":30}",mixed_0.5_Airplane_6394_Bird_5837.png,rate_mixture,,Airplane,Bird,0.5,6394.0,5837.0,Airplane_6394_Bird_5837.png
2874,1836,multiple-slider,26,302985,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5501.9000000059605,,,,"[0,1]",,,,,,"{""mixingcoeff"":34,""confidence"":50}",mixed_0.75_Airplane_4216_Horse_6266.png,rate_mixture,,Airplane,Horse,0.75,4216.0,6266.0,Airplane_4216_Horse_6266.png
2875,1837,multiple-slider,27,345259,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,42271.80000001192,,,,"[0,1]",,,,,,"{""mixingcoeff"":31,""confidence"":42}",mixed_0.9_Dog_598_Ship_9655.png,rate_mixture,,Dog,Ship,0.9,598.0,9655.0,Dog_598_Ship_9655.png
2876,1838,multiple-slider,28,351997,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6735.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":70,""confidence"":27}",mixed_0.1_Horse_5921_Truck_3800.png,rate_mixture,,Horse,Truck,0.1,5921.0,3800.0,Horse_5921_Truck_3800.png
2877,1839,multiple-slider,29,359658,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,7667.599999994039,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.5_Bird_8730_Truck_7967.png,rate_mixture,,Bird,Truck,0.5,8730.0,7967.0,Bird_8730_Truck_7967.png
2878,1840,multiple-slider,30,367412,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,7751.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":77,""confidence"":55}",mixed_0.1_Airplane_4313_Horse_9184.png,rate_mixture,,Airplane,Horse,0.1,4313.0,9184.0,Airplane_4313_Horse_9184.png
2879,1841,multiple-slider,31,371226,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3811.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":95,""confidence"":64}",mixed_0.25_Bird_5261_Truck_2184.png,rate_mixture,,Bird,Truck,0.25,5261.0,2184.0,Bird_5261_Truck_2184.png
2880,1842,multiple-slider,32,374902,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3674.699999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":83,""confidence"":69}",mixed_0.1_Cat_650_Horse_4951.png,rate_mixture,,Cat,Horse,0.1,650.0,4951.0,Cat_650_Horse_4951.png
2881,1843,multiple-slider,33,379644,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4739.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":10,""confidence"":67}",mixed_0.9_Automobile_2636_Cat_1909.png,rate_mixture,,Automobile,Cat,0.9,2636.0,1909.0,Automobile_2636_Cat_1909.png
2882,1844,multiple-slider,34,387176,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,7529.600000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":34,""confidence"":31}",mixed_0.75_Bird_7562_Truck_2810.png,rate_mixture,,Bird,Truck,0.75,7562.0,2810.0,Bird_7562_Truck_2810.png
2883,1845,multiple-slider,35,392656,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5477.9000000059605,,,,"[0,1]",,,,,,"{""mixingcoeff"":18,""confidence"":65}",mixed_0.5_Bird_6925_Frog_1766.png,rate_mixture,,Bird,Frog,0.5,6925.0,1766.0,Bird_6925_Frog_1766.png
2884,1846,multiple-slider,36,398128,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5469.600000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":10,""confidence"":63}",mixed_0.75_Horse_4183_Truck_394.png,rate_mixture,,Horse,Truck,0.75,4183.0,394.0,Horse_4183_Truck_394.png
2885,1847,multiple-slider,37,403470,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5339.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":5,""confidence"":67}",mixed_0.9_Cat_6596_Ship_6975.png,rate_mixture,,Cat,Ship,0.9,6596.0,6975.0,Cat_6596_Ship_6975.png
2886,1848,multiple-slider,38,408028,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4555.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.5_Dog_3115_Horse_567.png,rate_mixture,,Dog,Horse,0.5,3115.0,567.0,Dog_3115_Horse_567.png
2887,1849,multiple-slider,39,412524,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4493.9000000059605,,,,"[0,1]",,,,,,"{""mixingcoeff"":76,""confidence"":56}",mixed_0.5_Deer_4114_Horse_1119.png,rate_mixture,,Deer,Horse,0.5,4114.0,1119.0,Deer_4114_Horse_1119.png
2888,1850,multiple-slider,40,417298,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4771.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":92,""confidence"":59}",mixed_0.25_Airplane_1434_Automobile_6472.png,rate_mixture,,Airplane,Automobile,0.25,1434.0,6472.0,Airplane_1434_Automobile_6472.png
2889,1851,multiple-slider,41,423819,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6528.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":37,""confidence"":34}",mixed_0.75_Bird_2811_Truck_9303.png,rate_mixture,,Bird,Truck,0.75,2811.0,9303.0,Bird_2811_Truck_9303.png
2890,1852,multiple-slider,42,433513,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,9691.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":25}",mixed_0.5_Bird_776_Ship_711.png,rate_mixture,,Bird,Ship,0.5,776.0,711.0,Bird_776_Ship_711.png
2891,1853,multiple-slider,43,436925,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3409.9000000059605,,,,"[0,1]",,,,,,"{""mixingcoeff"":7,""confidence"":58}",mixed_0.9_Bird_1257_Ship_4709.png,rate_mixture,,Bird,Ship,0.9,1257.0,4709.0,Bird_1257_Ship_4709.png
2892,1854,multiple-slider,44,440233,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3305.7000000178814,,,,"[0,1]",,,,,,"{""mixingcoeff"":5,""confidence"":68}",mixed_0.75_Bird_2199_Dog_6782.png,rate_mixture,,Bird,Dog,0.75,2199.0,6782.0,Bird_2199_Dog_6782.png
2893,1855,multiple-slider,45,444711,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4477.09999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":9,""confidence"":69}",mixed_0.75_Airplane_7428_Dog_5504.png,rate_mixture,,Airplane,Dog,0.75,7428.0,5504.0,Airplane_7428_Dog_5504.png
2894,1856,multiple-slider,46,449776,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5061.899999976158,,,,"[0,1]",,,,,,"{""mixingcoeff"":17,""confidence"":60}",mixed_0.75_Dog_8172_Truck_5736.png,rate_mixture,,Dog,Truck,0.75,8172.0,5736.0,Dog_8172_Truck_5736.png
2895,1857,multiple-slider,47,454814,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5036.199999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":93,""confidence"":74}",mixed_0.1_Cat_3654_Frog_4610.png,rate_mixture,,Cat,Frog,0.1,3654.0,4610.0,Cat_3654_Frog_4610.png
2896,1858,multiple-slider,48,458515,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3699.799999982119,,,,"[0,1]",,,,,,"{""mixingcoeff"":87,""confidence"":70}",mixed_0.25_Horse_5096_Truck_9312.png,rate_mixture,,Horse,Truck,0.25,5096.0,9312.0,Horse_5096_Truck_9312.png
2897,1859,multiple-slider,49,462487,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3970.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":9,""confidence"":76}",mixed_0.75_Automobile_2450_Ship_2980.png,rate_mixture,,Automobile,Ship,0.75,2450.0,2980.0,Automobile_2450_Ship_2980.png
2898,1860,multiple-slider,50,468495,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6005.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":74,""confidence"":50}",mixed_0.5_Cat_4589_Frog_380.png,rate_mixture,,Cat,Frog,0.5,4589.0,380.0,Cat_4589_Frog_380.png
2899,1861,multiple-slider,51,475137,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6639.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":29,""confidence"":33}",mixed_0.75_Cat_4845_Truck_3609.png,rate_mixture,,Cat,Truck,0.75,4845.0,3609.0,Cat_4845_Truck_3609.png
2900,1862,multiple-slider,52,479944,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4813.9000000059605,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.25_Dog_7433_Truck_3893.png,rate_mixture,,Dog,Truck,0.25,7433.0,3893.0,Dog_7433_Truck_3893.png
2901,1863,multiple-slider,53,484862,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4915.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":18,""confidence"":59}",mixed_0.5_Bird_9831_Ship_1632.png,rate_mixture,,Bird,Ship,0.5,9831.0,1632.0,Bird_9831_Ship_1632.png
2902,1864,multiple-slider,54,488524,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3659.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":85,""confidence"":63}",mixed_0.1_Automobile_9830_Bird_5118.png,rate_mixture,,Automobile,Bird,0.1,9830.0,5118.0,Automobile_9830_Bird_5118.png
2903,1865,multiple-slider,55,496752,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,8226.09999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.9_Deer_3222_Dog_5643.png,rate_mixture,,Deer,Dog,0.9,3222.0,5643.0,Deer_3222_Dog_5643.png
2904,1866,multiple-slider,56,500902,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4147.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":20,""confidence"":37}",mixed_0.9_Ship_9885_Truck_2810.png,rate_mixture,,Ship,Truck,0.9,9885.0,2810.0,Ship_9885_Truck_2810.png
2905,1867,multiple-slider,57,505580,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4676.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":19,""confidence"":61}",mixed_0.9_Automobile_7455_Deer_2208.png,rate_mixture,,Automobile,Deer,0.9,7455.0,2208.0,Automobile_7455_Deer_2208.png
2906,1868,multiple-slider,58,508986,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,3403.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":14,""confidence"":64}",mixed_0.5_Airplane_4040_Bird_2097.png,rate_mixture,,Airplane,Bird,0.5,4040.0,2097.0,Airplane_4040_Bird_2097.png
2907,1869,multiple-slider,59,513400,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4411.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":32,""confidence"":64}",mixed_0.75_Horse_5096_Truck_9312.png,rate_mixture,,Horse,Truck,0.75,5096.0,9312.0,Horse_5096_Truck_9312.png
2908,1870,multiple-slider,60,517894,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4491.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":40,""confidence"":50}",mixed_0.9_Airplane_675_Ship_88.png,rate_mixture,,Airplane,Ship,0.9,675.0,88.0,Airplane_675_Ship_88.png
2909,1871,multiple-slider,61,524822,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,6926.100000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":20,""confidence"":60}",mixed_0.9_Cat_811_Ship_724.png,rate_mixture,,Cat,Ship,0.9,811.0,724.0,Cat_811_Ship_724.png
2910,1872,multiple-slider,62,529839,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5014.09999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":78,""confidence"":61}",mixed_0.5_Airplane_74_Dog_3610.png,rate_mixture,,Airplane,Dog,0.5,74.0,3610.0,Airplane_74_Dog_3610.png
2911,1873,multiple-slider,63,533900,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4060.400000005961,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":41}",mixed_0.5_Cat_3654_Frog_4610.png,rate_mixture,,Cat,Frog,0.5,3654.0,4610.0,Cat_3654_Frog_4610.png
2912,1874,multiple-slider,64,539430,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,5533.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":71,""confidence"":57}",mixed_0.25_Airplane_3680_Cat_7174.png,rerun_rate_mixture,,Airplane,Cat,0.25,3680.0,7174.0,Airplane_3680_Cat_7174.png
2913,1875,multiple-slider,65,544404,ga3d2goy1wfo5kf,62868d1c77a67aae6b2e5012,11,4971.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":10,""confidence"":60}",mixed_0.75_Airplane_4216_Horse_6266.png,rerun_rate_mixture,,Airplane,Horse,0.75,4216.0,6266.0,Airplane_4216_Horse_6266.png
2914,1883,multiple-slider,6,128247,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,10935.900000000023,,,,"[0,1]",,,,,,"{""mixingcoeff"":87,""confidence"":82}",mixed_0.25_Dog_2689_Truck_9072.png,rate_mixture,,Dog,Truck,0.25,2689.0,9072.0,Dog_2689_Truck_9072.png
2915,1884,multiple-slider,7,136507,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,8255.300000000047,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":80}",mixed_0.1_Dog_3748_Horse_5690.png,rate_mixture,,Dog,Horse,0.1,3748.0,5690.0,Dog_3748_Horse_5690.png
2916,1885,multiple-slider,8,159797,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,23283.099999999977,,,,"[0,1]",,,,,,"{""mixingcoeff"":38,""confidence"":36}",mixed_0.5_Cat_6596_Ship_6975.png,rate_mixture,,Cat,Ship,0.5,6596.0,6975.0,Cat_6596_Ship_6975.png
2917,1886,multiple-slider,9,170476,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,10673.900000000023,,,,"[0,1]",,,,,,"{""mixingcoeff"":21,""confidence"":64}",mixed_0.9_Cat_650_Horse_4951.png,rate_mixture,,Cat,Horse,0.9,650.0,4951.0,Cat_650_Horse_4951.png
2918,1887,multiple-slider,10,180938,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,10456.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":71,""confidence"":82}",mixed_0.1_Cat_6225_Truck_9529.png,rate_mixture,,Cat,Truck,0.1,6225.0,9529.0,Cat_6225_Truck_9529.png
2919,1888,multiple-slider,11,188520,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7576.900000000023,,,,"[0,1]",,,,,,"{""mixingcoeff"":92,""confidence"":87}",mixed_0.1_Automobile_3988_Bird_7348.png,rate_mixture,,Automobile,Bird,0.1,3988.0,7348.0,Automobile_3988_Bird_7348.png
2920,1889,multiple-slider,12,195673,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7148.29999999993,,,,"[0,1]",,,,,,"{""mixingcoeff"":81,""confidence"":70}",mixed_0.1_Deer_5296_Horse_8934.png,rate_mixture,,Deer,Horse,0.1,5296.0,8934.0,Deer_5296_Horse_8934.png
2921,1890,multiple-slider,13,214695,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,19017.199999999957,,,,"[0,1]",,,,,,"{""mixingcoeff"":4,""confidence"":94}",mixed_0.9_Airplane_6491_Frog_8781.png,rate_mixture,,Airplane,Frog,0.9,6491.0,8781.0,Airplane_6491_Frog_8781.png
2922,1891,multiple-slider,14,254251,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,39551.09999999986,,,,"[0,1]",,,,,,"{""mixingcoeff"":61,""confidence"":70}",mixed_0.5_Dog_1862_Frog_8273.png,rate_mixture,,Dog,Frog,0.5,1862.0,8273.0,Dog_1862_Frog_8273.png
2923,1892,multiple-slider,15,307551,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,53294.80000000005,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":78}",mixed_0.5_Bird_1150_Frog_7917.png,rate_mixture,,Bird,Frog,0.5,1150.0,7917.0,Bird_1150_Frog_7917.png
2924,1893,multiple-slider,16,314715,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7159.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":10,""confidence"":87}",mixed_0.5_Automobile_4841_Deer_954.png,rate_mixture,,Automobile,Deer,0.5,4841.0,954.0,Automobile_4841_Deer_954.png
2925,1894,multiple-slider,17,320748,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6028.699999999953,,,,"[0,1]",,,,,,"{""mixingcoeff"":91,""confidence"":89}",mixed_0.25_Bird_2977_Truck_626.png,rate_mixture,,Bird,Truck,0.25,2977.0,626.0,Bird_2977_Truck_626.png
2926,1895,multiple-slider,18,327214,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6460.600000000093,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":95}",mixed_0.5_Airplane_3651_Dog_190.png,rate_mixture,,Airplane,Dog,0.5,3651.0,190.0,Airplane_3651_Dog_190.png
2927,1896,multiple-slider,19,334271,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7052.90000000014,,,,"[0,1]",,,,,,"{""mixingcoeff"":15,""confidence"":40}",mixed_0.9_Frog_2237_Horse_326.png,rate_mixture,,Frog,Horse,0.9,2237.0,326.0,Frog_2237_Horse_326.png
2928,1897,multiple-slider,20,343964,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,9687.600000000091,,,,"[0,1]",,,,,,"{""mixingcoeff"":4,""confidence"":97}",mixed_0.9_Automobile_3027_Frog_3286.png,rate_mixture,,Automobile,Frog,0.9,3027.0,3286.0,Automobile_3027_Frog_3286.png
2929,1898,multiple-slider,21,354510,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,10540.59999999986,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":78}",mixed_0.5_Dog_8172_Truck_5736.png,rate_mixture,,Dog,Truck,0.5,8172.0,5736.0,Dog_8172_Truck_5736.png
2930,1899,multiple-slider,22,361159,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6643.800000000047,,,,"[0,1]",,,,,,"{""mixingcoeff"":98,""confidence"":99}",mixed_0.25_Dog_1862_Frog_8273.png,rate_mixture,,Dog,Frog,0.25,1862.0,8273.0,Dog_1862_Frog_8273.png
2931,1900,multiple-slider,23,374387,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,13222.699999999952,,,,"[0,1]",,,,,,"{""mixingcoeff"":54,""confidence"":89}",mixed_0.5_Airplane_8008_Frog_1890.png,rate_mixture,,Airplane,Frog,0.5,8008.0,1890.0,Airplane_8008_Frog_1890.png
2932,1901,multiple-slider,24,381967,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7575.199999999953,,,,"[0,1]",,,,,,"{""mixingcoeff"":95,""confidence"":78}",mixed_0.1_Deer_4578_Dog_8212.png,rate_mixture,,Deer,Dog,0.1,4578.0,8212.0,Deer_4578_Dog_8212.png
2933,1902,multiple-slider,25,386402,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,4430.100000000093,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":67}",mixed_0.9_Frog_4161_Truck_1439.png,rate_mixture,,Frog,Truck,0.9,4161.0,1439.0,Frog_4161_Truck_1439.png
2934,1903,multiple-slider,26,392442,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6035.09999999986,,,,"[0,1]",,,,,,"{""mixingcoeff"":11,""confidence"":74}",mixed_0.9_Bird_1758_Dog_4501.png,rate_mixture,,Bird,Dog,0.9,1758.0,4501.0,Bird_1758_Dog_4501.png
2935,1904,multiple-slider,27,399971,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7524.299999999814,,,,"[0,1]",,,,,,"{""mixingcoeff"":34,""confidence"":79}",mixed_0.9_Airplane_8925_Bird_751.png,rate_mixture,,Airplane,Bird,0.9,8925.0,751.0,Airplane_8925_Bird_751.png
2936,1905,multiple-slider,28,405413,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,5436.700000000186,,,,"[0,1]",,,,,,"{""mixingcoeff"":96,""confidence"":85}",mixed_0.1_Deer_9924_Truck_9552.png,rate_mixture,,Deer,Truck,0.1,9924.0,9552.0,Deer_9924_Truck_9552.png
2937,1906,multiple-slider,29,410269,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,4851.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":26,""confidence"":71}",mixed_0.5_Automobile_1006_Bird_7802.png,rate_mixture,,Automobile,Bird,0.5,1006.0,7802.0,Automobile_1006_Bird_7802.png
2938,1907,multiple-slider,30,418020,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7746.600000000093,,,,"[0,1]",,,,,,"{""mixingcoeff"":91,""confidence"":78}",mixed_0.1_Dog_598_Ship_9655.png,rate_mixture,,Dog,Ship,0.1,598.0,9655.0,Dog_598_Ship_9655.png
2939,1908,multiple-slider,31,424782,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6756.800000000047,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":65}",mixed_0.75_Bird_354_Deer_6507.png,rate_mixture,,Bird,Deer,0.75,354.0,6507.0,Bird_354_Deer_6507.png
2940,1909,multiple-slider,32,430253,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,5465.299999999814,,,,"[0,1]",,,,,,"{""mixingcoeff"":4,""confidence"":85}",mixed_0.9_Deer_930_Truck_2186.png,rate_mixture,,Deer,Truck,0.9,930.0,2186.0,Deer_930_Truck_2186.png
2941,1910,multiple-slider,33,438295,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,8037.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":34}",mixed_0.5_Automobile_3988_Bird_7348.png,rate_mixture,,Automobile,Bird,0.5,3988.0,7348.0,Automobile_3988_Bird_7348.png
2942,1911,multiple-slider,34,447521,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,9220.600000000091,,,,"[0,1]",,,,,,"{""mixingcoeff"":66,""confidence"":63}",mixed_0.25_Airplane_8777_Truck_139.png,rate_mixture,,Airplane,Truck,0.25,8777.0,139.0,Airplane_8777_Truck_139.png
2943,1912,multiple-slider,35,454291,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,6765.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":91,""confidence"":58}",mixed_0.25_Horse_9444_Truck_853.png,rate_mixture,,Horse,Truck,0.25,9444.0,853.0,Horse_9444_Truck_853.png
2944,1913,multiple-slider,36,461989,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7693.100000000093,,,,"[0,1]",,,,,,"{""mixingcoeff"":60,""confidence"":40}",mixed_0.5_Ship_8441_Truck_5521.png,rate_mixture,,Ship,Truck,0.5,8441.0,5521.0,Ship_8441_Truck_5521.png
2945,1914,multiple-slider,37,469523,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,7528.199999999953,,,,"[0,1]",,,,,,"{""mixingcoeff"":86,""confidence"":58}",mixed_0.25_Dog_3452_Ship_5990.png,rate_mixture,,Dog,Ship,0.25,3452.0,5990.0,Dog_3452_Ship_5990.png
2946,1915,multiple-slider,38,477851,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,8323.699999999953,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":99}",mixed_0.9_Dog_1901_Ship_600.png,rate_mixture,,Dog,Ship,0.9,1901.0,600.0,Dog_1901_Ship_600.png
2947,1916,multiple-slider,39,485974,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,8118.59999999986,,,,"[0,1]",,,,,,"{""mixingcoeff"":69,""confidence"":60}",mixed_0.5_Airplane_359_Deer_1537.png,rate_mixture,,Airplane,Deer,0.5,359.0,1537.0,Airplane_359_Deer_1537.png
2948,1917,multiple-slider,40,499256,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,13276.799999999814,,,,"[0,1]",,,,,,"{""mixingcoeff"":54,""confidence"":70}",mixed_0.5_Airplane_3823_Cat_5147.png,rate_mixture,,Airplane,Cat,0.5,3823.0,5147.0,Airplane_3823_Cat_5147.png
2949,1918,multiple-slider,41,509499,q7wpoyn7skpzcpx,62868d1c77a67aae6b2e5012,8,10237.399999999909,,,,"[0,1]",,,,,,"{""mixingcoeff"":2,""confidence"":94}",mixed_0.75_Automobile_4549_Cat_1377.png,rate_mixture,,Automobile,Cat,0.75,4549.0,1377.0,Automobile_4549_Cat_1377.png
