,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,task,class_pair
286,352,survey-html-form,36,2125130,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,30329.0,,,"{""select"":""select0.5""}",,,,,,,rerun_select_shuffled,Cat_515_Horse_4046
287,353,survey-html-form,37,2140078,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,14943.0,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Bird_2774_Ship_5249
288,363,survey-html-form,8,141862,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,10917.299999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Horse_5096_Truck_9312
289,364,survey-html-form,9,147188,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5319.5,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Airplane_2628_Frog_9653
290,365,survey-html-form,10,158016,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,10821.700000047684,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Airplane_8812_Bird_3076
291,366,survey-html-form,11,163850,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5830.600000143051,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_6044_Ship_7600
292,367,survey-html-form,12,174206,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,10350.700000047684,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_5819_Dog_8776
293,368,survey-html-form,13,178931,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,4721.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_6069_Horse_578
294,369,survey-html-form,14,184645,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5708.699999809265,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Cat_9310_Ship_9491
295,370,survey-html-form,15,191394,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,6743.599999904633,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_6491_Frog_8781
296,371,survey-html-form,16,197310,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5907.099999904633,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Airplane_6057_Deer_9189
297,372,survey-html-form,17,203494,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,6179.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_2285_Frog_5513
298,373,survey-html-form,18,209204,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5706.100000143051,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_2200_Ship_1281
299,374,survey-html-form,19,220431,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,11222.700000047684,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_258_Truck_744
300,375,survey-html-form,20,227816,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,7380.799999952316,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Ship_6691_Truck_5674
301,376,survey-html-form,21,238146,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,10324.900000095367,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_7508_Frog_7690
302,377,survey-html-form,22,242618,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,4465.599999904633,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Frog_4161_Truck_1439
303,378,survey-html-form,23,247259,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,4636.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_1818_Truck_5938
304,379,survey-html-form,24,250701,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3436.4000000953674,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_1882_Deer_4227
305,380,survey-html-form,25,257167,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,6462.599999904633,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_4114_Horse_1119
306,381,survey-html-form,26,271830,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,14657.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_2316_Horse_7086
307,382,survey-html-form,27,275469,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3635.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_7570_Cat_4094
308,383,survey-html-form,28,280454,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,4981.399999856949,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_2422_Truck_6579
309,384,survey-html-form,29,284373,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3914.400000095368,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Frog_2865_Horse_7935
310,385,survey-html-form,30,287739,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3362.399999856949,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_354_Deer_6507
311,386,survey-html-form,31,291198,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3455.200000047684,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Horse_5558_Ship_7706
312,387,survey-html-form,32,297182,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5979.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_6705_Frog_783
313,388,survey-html-form,33,302842,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5654.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_2589_Cat_6202
314,389,survey-html-form,34,307861,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5015.700000047684,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2813_Truck_8727
315,390,survey-html-form,35,315696,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,7831.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_4270_Deer_849
316,391,survey-html-form,36,318576,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,2874.600000143051,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Bird_1043_Horse_5464
317,392,survey-html-form,37,320622,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,2041.0999999046328,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Cat_2175_Dog_8788
318,393,survey-html-form,38,324284,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,3658.299999952316,,,"{""select"":""select0.7""}",,,,,,,rerun_select_shuffled,Airplane_6069_Horse_578
319,394,survey-html-form,39,329472,0j84566vnos2gvo,633e13ba656728259b9f46cb,5,5184.300000190735,,,"{""select"":""select0.3""}",,,,,,,rerun_select_shuffled,Airplane_2200_Ship_1281
320,402,survey-html-form,6,206262,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,37998.70000004768,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
321,403,survey-html-form,7,217126,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,10856.900000095367,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_104_Horse_2652
322,404,survey-html-form,8,228890,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,11758.099999904633,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_5456_Frog_7606
323,405,survey-html-form,9,239810,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,10914.299999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_8777_Truck_139
324,406,survey-html-form,10,254809,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,14992.799999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_7039_Frog_1452
325,407,survey-html-form,11,269221,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,14406.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_557_Ship_8226
326,408,survey-html-form,12,303794,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,34567.29999995232,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_3748_Horse_5690
327,409,survey-html-form,13,316645,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,12844.599999904633,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_810_Ship_582
328,410,survey-html-form,14,328412,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,11762.200000047684,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_3023_Frog_4774
329,411,survey-html-form,15,352420,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,24001.200000047684,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_2786_Dog_8202
330,412,survey-html-form,16,369788,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,17362.099999904633,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_8420_Deer_5252
331,413,survey-html-form,17,383523,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,13728.900000095367,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Horse_7342_Truck_6795
332,414,survey-html-form,18,402796,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,19266.400000095367,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_6065_Frog_772
333,415,survey-html-form,19,413996,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,11193.5,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Frog_8963_Truck_1841
334,416,survey-html-form,20,429703,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,15701.799999952316,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_9724_Automobile_6577
335,417,survey-html-form,21,445836,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,16126.299999952316,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_3497_Ship_8913
336,418,survey-html-form,22,458251,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,12409.099999904633,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_9624_Deer_9585
337,419,survey-html-form,23,478866,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,20610.099999904636,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Cat_9121_Deer_8566
338,420,survey-html-form,24,488498,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,9626.099999904633,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_3124_Ship_7142
339,421,survey-html-form,25,500274,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,11770.200000047684,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_7987_Dog_4906
340,422,survey-html-form,26,511090,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,10810.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Horse_5096_Truck_9312
341,423,survey-html-form,27,526522,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,15426.199999809263,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_1602_Ship_2527
342,424,survey-html-form,28,537127,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,10598.799999952316,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_2977_Truck_626
343,425,survey-html-form,29,568157,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,31025.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Bird_5085_Frog_7066
344,426,survey-html-form,30,579957,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,11794.299999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_7807_Deer_4027
345,427,survey-html-form,31,593653,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,13689.100000143051,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_4948_Frog_4405
346,428,survey-html-form,32,609276,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,15617.399999856949,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_8869_Horse_5096
347,429,survey-html-form,33,622724,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,13442.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
348,430,survey-html-form,34,643532,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,20802.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_2260_Horse_9855
349,431,survey-html-form,35,658788,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,15250.199999809263,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_3527_Frog_300
350,432,survey-html-form,36,671224,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,12429.200000047684,,,"{""select"":""select0.4""}",,,,,,,rerun_select_shuffled,Deer_557_Ship_8226
351,433,survey-html-form,37,687101,t6mqdswbs41t30l,633e13ba656728259b9f46cb,2,15871.299999952316,,,"{""select"":""select0.5""}",,,,,,,rerun_select_shuffled,Cat_8420_Deer_5252
352,443,survey-html-form,8,134968,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,21017.400000572205,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_5070_Truck_4595
353,444,survey-html-form,9,142915,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7928.5,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_2811_Truck_9303
354,445,survey-html-form,10,150037,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7108.699999809265,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_1901_Ship_600
355,446,survey-html-form,11,157938,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7884.300000190735,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_6832_Frog_347
356,447,survey-html-form,12,169452,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,11511.0,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Bird_1150_Frog_7917
357,448,survey-html-form,13,181030,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,11573.79999923706,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_8792_Ship_2921
358,449,survey-html-form,14,185869,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,4823.599999427795,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Dog_148_Truck_6840
359,450,survey-html-form,15,189735,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,3863.199999809265,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2484_Truck_1697
360,451,survey-html-form,16,197560,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7818.89999961853,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_57_Ship_2476
361,452,survey-html-form,17,205858,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,8275.300000190735,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_515_Horse_4046
362,453,survey-html-form,18,215661,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,9797.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_9633_Bird_8756
363,454,survey-html-form,19,224905,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,9231.699999809263,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_9722_Horse_60
364,455,survey-html-form,20,229338,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,4424.800000190735,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Airplane_6400_Deer_9858
365,456,survey-html-form,21,235143,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,5790.099999427795,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2838_Horse_2062
366,457,survey-html-form,22,249282,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,14126.60000038147,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Frog_3349_Horse_1560
367,458,survey-html-form,23,256930,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7633.200000762939,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_7016_Dog_4860
368,459,survey-html-form,24,263654,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,6709.299999237061,,,"{""select"":""select0.2""}",,,,,,,select_shuffled,Automobile_894_Ship_80
369,460,survey-html-form,25,269531,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,5861.599999427795,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_3988_Bird_7348
370,461,survey-html-form,26,274447,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,4908.199999809265,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_9939_Horse_3836
371,462,survey-html-form,27,280787,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,6336.700000762939,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_2774_Ship_5249
372,463,survey-html-form,28,291513,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,10720.300000190737,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_1596_Frog_3615
373,464,survey-html-form,29,302170,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,10645.20000076294,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_8622_Truck_1104
374,465,survey-html-form,30,311790,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,9602.800000190737,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_2813_Truck_8727
375,466,survey-html-form,31,329265,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,17460.199999809265,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Automobile_6493_Frog_8250
376,467,survey-html-form,32,336988,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7705.400000572205,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Horse_9444_Truck_853
377,468,survey-html-form,33,344592,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7588.699999809265,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_9196_Ship_5427
378,469,survey-html-form,34,351459,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,6862.10000038147,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_2614_Bird_2566
379,470,survey-html-form,35,358832,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,7361.800000190735,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_3559_Horse_5541
380,471,survey-html-form,36,367056,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,8217.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Frog_5175_Truck_6963
381,472,survey-html-form,37,373484,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,6423.10000038147,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_3076_Frog_1394
382,473,survey-html-form,38,378507,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,5007.60000038147,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Frog_8792_Ship_2921
383,474,survey-html-form,39,382326,w040dg65qu60sp5,633e13ba656728259b9f46cb,1,3799.1000003814697,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Airplane_9633_Bird_8756
384,482,survey-html-form,6,117499,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,11840.20000000298,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_8869_Horse_5096
385,483,survey-html-form,7,129121,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,11617.90000000596,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_9121_Deer_8566
386,484,survey-html-form,8,134450,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,5325.899999991059,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_104_Horse_2652
387,485,survey-html-form,9,143889,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,9435.29999999702,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
388,486,survey-html-form,10,154533,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,10640.09999999404,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_2260_Horse_9855
389,487,survey-html-form,11,161765,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7227.599999994039,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_5456_Frog_7606
390,488,survey-html-form,12,169547,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7777.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_3527_Frog_300
391,489,survey-html-form,13,176098,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,6547.9000000059605,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Cat_7807_Deer_4027
392,490,survey-html-form,14,183348,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7246.29999999702,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_810_Ship_582
393,491,survey-html-form,15,194613,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,11260.59999999404,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_6065_Frog_772
394,492,survey-html-form,16,204911,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,10293.0,,,"{""select"":""select0.2""}",,,,,,,select_shuffled,Bird_5085_Frog_7066
395,493,survey-html-form,17,212673,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7758.399999991059,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_7987_Dog_4906
396,494,survey-html-form,18,219029,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,6351.9000000059605,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Dog_3748_Horse_5690
397,495,survey-html-form,19,231197,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,12164.5,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Cat_3023_Frog_4774
398,496,survey-html-form,20,239121,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7920.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_3124_Ship_7142
399,497,survey-html-form,21,252779,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,13653.90000000596,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Bird_2977_Truck_626
400,498,survey-html-form,22,262857,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,10074.20000000298,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_8777_Truck_139
401,499,survey-html-form,23,271531,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8668.70000000298,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_8420_Deer_5252
402,500,survey-html-form,24,282509,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,10974.79999999702,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_557_Ship_8226
403,501,survey-html-form,25,291425,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8912.20000000298,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_3497_Ship_8913
404,502,survey-html-form,26,305745,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,14316.09999999404,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_9724_Automobile_6577
405,503,survey-html-form,27,321223,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,15474.10000000894,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Deer_2786_Dog_8202
406,504,survey-html-form,28,332952,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,11724.39999999106,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_4948_Frog_4405
407,505,survey-html-form,29,341106,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8149.300000011921,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
408,506,survey-html-form,30,348973,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7863.199999988079,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_7039_Frog_1452
409,507,survey-html-form,31,357805,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8828.29999999702,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_9624_Deer_9585
410,508,survey-html-form,32,365942,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8133.399999991059,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Horse_5096_Truck_9312
411,509,survey-html-form,33,371686,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,5740.199999988079,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Horse_7342_Truck_6795
412,510,survey-html-form,34,380216,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,8526.79999999702,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Horse_1602_Ship_2527
413,511,survey-html-form,35,383199,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,2979.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_8963_Truck_1841
414,512,survey-html-form,36,387114,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,3912.29999999702,,,"{""select"":""select0.5""}",,,,,,,rerun_select_shuffled,Automobile_5456_Frog_7606
415,513,survey-html-form,37,394926,mbqtt2mkngtr0ap,633e13ba656728259b9f46cb,2,7808.40000000596,,,"{""select"":""select0.4""}",,,,,,,rerun_select_shuffled,Bird_5085_Frog_7066
416,521,survey-html-form,6,287565,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,41396.30000001192,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Bird_5738_Truck_9324
417,522,survey-html-form,7,310844,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,23273.10000002384,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_1050_Ship_6524
418,523,survey-html-form,8,330359,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,19508.89999997616,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_3446_Ship_6737
419,524,survey-html-form,9,363300,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,32934.39999997616,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_755_Horse_3890
420,525,survey-html-form,10,378796,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,15489.80000001192,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_6742_Cat_6311
421,526,survey-html-form,11,391132,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,12331.700000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_1603_Dog_9798
422,527,survey-html-form,12,414188,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,23050.69999998808,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_5085_Horse_1169
423,528,survey-html-form,13,508894,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,94701.10000002384,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_8777_Truck_139
424,529,survey-html-form,14,523499,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,14599.69999998808,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_8045_Frog_9641
425,530,survey-html-form,15,556900,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,33395.59999996424,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_5692_Truck_585
426,531,survey-html-form,16,578094,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,21188.69999998808,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2645_Dog_4764
427,532,survey-html-form,17,601524,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,23425.09999996424,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_778_Frog_7183
428,533,survey-html-form,18,635439,uhjch97gtov24zj,633e13ba656728259b9f46cb,8,33909.200000047684,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_9715_Dog_1854
